trail_id,popularity,length,elevation_gain,difficulty_rating,route_type,visitor_usage,avg_rating,num_reviews
10111306,9.2298,22208.892,850.6968,5,out and back,2,4.5,45
10028071,9.0749,17863.674,1457.8584,5,point to point,2,4,37
10239506,8.9319,8207.634,249.936,3,out and back,2,4.5,49
10258452,8.4625,26393.176,1386.84,5,loop,2,5,20
10030314,8.2451,14484.06,672.9984,3,out and back,2,4,31
10313370,8.0032,56648.768,2275.9416,5,loop,2,5,17
10240347,7.9899,21565.156,870.8136,3,loop,2,4,24
10036690,7.8576,29289.988,1425.8544,5,loop,1,4.5,10
10268015,7.3388,1448.406,55.7784,1,out and back,2,4,24
10257709,7.3191,16415.268,714.756,3,out and back,1,4,31
10037743,7.1128,26715.044,1083.8688,3,loop,1,4.5,18
10111166,7.0897,50372.342,1863.852,5,point to point,1,4.5,6
10111674,7.0721,52464.484,1663.9032,5,point to point,2,4.5,16
10033598,7.029,18507.41,632.7648,3,loop,2,4,19
10247003,7.0147,37014.82,1486.8144,7,out and back,2,4.5,19
10111988,6.9996,19794.882,698.9064,3,out and back,1,4,15
10034661,6.8189,16254.334,916.8384,5,point to point,1,4.5,16
10287515,6.6906,121666.104,5330.952,5,point to point,2,5,15
10258640,6.5462,1770.274,42.9768,1,loop,,4,24
10029231,6.5239,14484.06,567.8424,3,loop,2,4,14
10350178,6.2416,7242.03,335.8896,3,out and back,2,5,13
10029206,6.1803,16737.136,797.9664,5,out and back,2,4,21
10015682,6.1063,12391.918,152.4,3,loop,2,4.5,30
10258639,6.0922,482.802,7.9248,1,loop,2,4,20
10259218,6.0183,9656.04,560.832,3,out and back,1,4,22
10253737,5.9183,37014.82,1578.864,1,point to point,3,4.5,13
10398300,5.9052,10621.644,692.8104,5,out and back,2,4.5,28
10264326,5.6407,17702.74,889.7112,7,loop,2,4,18
10291425,5.5558,14484.06,769.9248,3,out and back,2,4.5,15
10111184,5.5398,31382.13,903.732,3,out and back,1,4.5,4
10235708,5.4242,16737.136,808.9392,3,out and back,1,4,16
10302284,5.3361,28163.45,1331.976,7,loop,2,4.5,12
10111285,5.2853,26393.176,1046.988,7,loop,2,4,10
10293654,5.1917,40394.434,2079.9552,7,loop,2,5,4
10389405,5.154,9977.908,406.908,3,out and back,2,4.5,11
10259333,5.0968,22691.694,280.7208,3,point to point,2,4.5,15
10013980,5.0087,10460.71,723.9,3,out and back,1,3.5,10
10308036,4.9242,20921.42,637.9464,3,loop,2,4,9
10008848,4.9204,25266.638,1522.7808,5,point to point,2,4.5,7
10442841,4.8497,51016.078,2353.9704,5,loop,2,4.5,8
10259317,4.8132,64212.666,2091.8424,5,out and back,2,5,4
10252302,4.7442,6598.294,373.9896,1,out and back,1,3,6
10290132,4.709,26393.176,1162.812,7,loop,2,4,9
10259316,4.7083,60189.316,2068.9824,7,loop,1,4,4
10308037,4.6395,28646.252,1158.8496,5,loop,2,4.5,10
10258631,4.5925,965.604,47.8536,1,loop,2,4.5,6
10314100,4.5202,18024.608,752.856,5,out and back,1,4.5,12
10010509,4.3014,14805.928,552.9072,3,out and back,2,3.5,9
10365352,4.2459,29772.79,762,3,out and back,,4,17
10308922,4.2011,47153.662,2709.9768,5,loop,,4.5,3
10391389,4.0918,9012.304,384.9624,3,loop,2,4.5,15
10263496,3.9957,14484.06,882.7008,5,out and back,2,4,7
10030317,3.9424,37175.754,1580.9976,5,loop,1,4.5,2
10256461,3.9102,15610.598,859.8408,3,out and back,1,4,5
10011814,3.7796,8690.436,634.8984,7,out and back,1,3.5,13
10325962,3.7076,29933.724,1414.8816,5,loop,2,5,4
10235682,3.6714,7563.898,220.98,3,loop,2,4,6
10011235,3.6124,11587.248,1123.7976,5,point to point,2,4.5,4
10341786,3.4659,15127.796,696.7728,5,loop,2,4.5,7
10021453,3.3311,14644.994,722.9856,3,loop,1,4,1
10259300,3.3219,1931.208,36.8808,1,out and back,1,3.5,3
10259322,3.2353,29129.054,1240.8408,7,loop,3,5,2
10300214,3.1444,33796.14,1608.7344,3,loop,,4.5,2
10457006,3.1333,39267.896,1594.7136,5,loop,1,4.5,6
10327184,3.1276,3540.548,226.7712,3,out and back,1,4,7
10386497,3.0101,51016.078,1697.736,5,point to point,2,4.5,4
10259298,2.8908,52947.286,2236.9272,7,loop,1,0,0
10013141,2.7791,12070.05,999.744,5,point to point,1,4.5,2
10036694,2.7507,34439.876,1623.9744,5,loop,1,3,2
10236356,2.6568,52625.418,1690.7256,3,point to point,,4.5,2
10431929,2.6437,17702.74,407.8224,7,point to point,1,4.5,4
10264443,2.6228,25910.374,929.9448,5,out and back,2,4.5,2
10423168,2.5598,19151.146,896.7216,5,loop,2,4.5,4
10235686,2.5406,18507.41,799.7952,5,point to point,2,2,1
10111208,2.5175,11426.314,643.7376,7,out and back,1,4,1
10235664,2.4883,23496.364,776.9352,5,out and back,2,4,2
10527458,2.4706,5149.888,135.9408,1,loop,1,4.5,4
10349433,2.4589,74673.376,2406.7008,5,loop,1,3,2
10327185,2.4358,7724.832,582.7776,3,out and back,1,4.5,2
10263693,2.4253,32830.536,1304.8488,5,loop,2,0,0
10468692,2.2809,44095.916,1487.7288,5,loop,2,4.5,4
10476068,2.2748,98974.41,3079.6992,7,loop,1,4,6
10294045,2.1685,44417.784,2534.7168,5,loop,2,0,0
10404669,2.139,16254.334,675.7416,3,out and back,,4.5,3
10369466,2.0448,34278.942,1150.9248,3,loop,,5,1
10539892,2.0029,52786.352,2147.9256,5,loop,1,5,2
10333818,1.9921,2092.142,71.9328,3,out and back,1,3.5,3
10235667,1.9663,41681.906,2134.8192,5,out and back,2,0,0
10400232,1.9457,20277.684,853.7448,5,loop,1,3.5,2
10332652,1.7236,13840.324,479.7552,5,point to point,1,4,5
10422498,1.6149,20116.75,225.8568,5,point to point,1,4.5,2
10352958,1.6121,26393.176,1284.732,3,out and back,,4,2
10315779,1.5322,34439.876,1574.9016,5,point to point,2,5,1
10315058,1.4293,47475.53,2512.7712,5,point to point,2,4,1
10375085,1.4108,57453.438,2370.7344,5,out and back,2,4.5,2
10486155,1.3818,25588.506,1320.6984,5,out and back,2,5,1
10427729,1.1594,43291.246,1799.844,3,loop,2,0,0
10503675,1.0623,15610.598,25.908,3,point to point,2,0,0
10236044,10.4755,804.67,16.764,1,loop,,4.5,90
10263868,10.4163,6115.492,159.7152,3,loop,1,4.5,87
10236045,10.2914,1770.274,78.9432,1,loop,,4,79
10235012,9.4025,16415.268,253.8984,3,loop,2,4,74
10235004,8.3048,229009.082,4614.9768,5,point to point,1,4.5,36
10236047,7.0853,11587.248,127.7112,3,out and back,1,4.5,37
10269387,6.9093,643.736,16.764,3,out and back,2,4.5,40
10236042,6.7009,1126.538,33.8328,3,out and back,1,4,27
10236043,6.2267,965.604,4.8768,1,loop,1,4,36
10236055,6.1709,19633.948,324.9168,5,loop,1,4.5,30
10236046,6.03,11104.446,130.7592,3,out and back,,4.5,32
10329957,5.7374,1287.472,18.8976,1,out and back,1,4.5,26
10292724,5.5844,29289.988,718.7184,5,loop,1,4.5,13
10269386,5.2518,1448.406,7.9248,1,out and back,1,4,20
10443456,4.57,6920.162,134.7216,3,out and back,1,4,21
10291297,3.6341,9334.172,155.7528,3,out and back,1,4.5,8
10291317,3.4092,15449.664,193.8528,3,loop,2,5,5
10239359,3.2721,21887.024,483.7176,5,loop,1,3.5,3
10347969,2.9931,56005.032,879.9576,1,loop,2,4.5,3
10291315,2.8646,3057.746,2.7432,3,loop,2,3,8
10291314,2.8597,16093.4,252.984,3,loop,2,4,4
10291316,2.6486,24783.836,368.808,3,out and back,2,4.5,2
10236048,2.2356,24783.836,357.8352,3,out and back,,3,4
10032574,29.5094,4184.284,46.9392,3,loop,3,4.5,709
10235835,26.9381,2735.878,65.8368,3,loop,3,4.5,542
10035195,21.6423,6115.492,162.7632,3,loop,3,4.5,300
10238254,21.3001,804.67,23.7744,3,out and back,2,4,328
10039328,18.232,6759.228,123.7488,3,loop,2,4.5,282
10034704,17.5775,7081.096,96.9264,3,loop,2,4.5,301
10245164,15.0255,6115.492,98.7552,3,loop,3,4.5,158
10272971,13.1825,5471.756,119.7864,3,loop,3,4.5,150
10234182,12.9316,7563.898,169.7736,3,loop,2,4.5,166
10257890,12.7516,7081.096,20.7264,1,out and back,3,4.5,97
10266197,12.2555,12391.918,304.8,3,out and back,1,4.5,105
10264336,10.8471,12070.05,203.9112,3,point to point,2,4.5,75
10000147,10.5799,4988.954,70.7136,3,loop,3,4,134
10243139,10.4444,1609.34,17.9832,1,loop,3,4,101
10235836,9.7454,3218.68,27.7368,1,loop,2,4,76
10019479,9.3625,5793.624,101.8032,3,loop,3,4,50
10235844,8.8946,2253.076,28.956,1,loop,1,4,56
10344553,8.8828,5793.624,83.82,3,loop,3,4.5,59
10306982,8.8518,12552.852,235.9152,3,loop,3,4,52
10310616,8.6923,10621.644,243.84,3,loop,2,4.5,62
10235841,8.6766,4506.152,44.8056,1,loop,2,3.5,87
10276110,8.3952,6115.492,130.7592,3,loop,2,4.5,51
10344781,7.7597,7724.832,25.908,1,out and back,3,4.5,47
10295028,7.2889,7724.832,164.8968,3,loop,3,4.5,52
10300429,7.2361,4988.954,12.8016,1,out and back,2,4.5,48
10305108,6.9514,4023.35,86.868,3,loop,3,4.5,29
10295083,6.7458,2735.878,73.7616,3,loop,2,4,47
10240928,6.6676,5793.624,106.9848,1,loop,3,4.5,39
10276946,6.4203,4667.086,72.8472,3,loop,2,4,43
10344771,6.2907,7885.766,27.7368,1,out and back,3,4.5,36
10344762,6.0376,14323.126,44.8056,1,out and back,2,4.5,31
10344879,5.9747,16415.268,442.8744,3,out and back,2,4.5,23
10355894,5.7656,2896.812,39.9288,1,out and back,2,4.5,41
10270881,5.366,3701.482,55.7784,3,loop,2,5,30
10346689,5.0011,15610.598,318.8208,3,loop,2,4.5,18
10320598,4.9476,9173.238,239.8776,3,loop,2,4,20
10342415,4.6843,18668.344,384.9624,3,loop,3,4,18
10344779,4.3587,11104.446,164.8968,3,loop,2,4,20
10012275,4.2816,1126.538,21.336,1,loop,3,4,16
10348791,4.0185,3540.548,104.8512,1,loop,1,4.5,8
10294673,3.7847,2896.812,101.8032,1,out and back,1,4.5,4
10344875,3.4967,9173.238,160.9344,3,loop,2,3.5,13
10235837,3.3742,1287.472,11.8872,1,loop,2,3.5,16
10406483,3.3294,9334.172,114.9096,3,loop,2,4,12
10406135,3.1232,17059.004,354.7872,3,loop,2,3.5,7
10270879,2.7882,8207.634,89.916,1,out and back,2,4.5,3
10324329,2.7309,4988.954,41.7576,1,loop,2,3,10
10376904,2.16,3057.746,61.8744,1,loop,2,3.5,8
10307663,1.8534,12070.05,242.9256,3,loop,2,4,41
10235829,1.401,8529.502,105.7656,3,loop,2,3.5,41
10000482,30.6183,5471.756,325.8312,3,out and back,4,4.5,416
10034294,27.0323,3379.614,189.8904,3,out and back,2,4.5,421
10038157,24.347,2574.944,117.9576,3,out and back,2,4.5,244
10000879,23.6165,6759.228,383.7432,3,out and back,2,4.5,293
10006702,18.1556,6437.36,278.892,1,out and back,1,4.5,120
10249415,17.582,3218.68,40.8432,1,out and back,2,4,142
10031540,16.982,3701.482,228.9048,3,loop,2,4.5,71
10016688,13.9272,1287.472,38.7096,1,loop,1,4.5,98
10249416,11.6493,1126.538,11.8872,1,out and back,2,4,87
10033225,11.4577,13357.522,530.9616,3,out and back,3,4.5,33
10260669,11.2518,80788.868,1793.748,1,loop,3,4.5,40
10013161,8.8741,1770.274,19.812,1,loop,,4,23
10007903,8.1223,11265.38,360.8832,3,out and back,2,4.5,30
10015976,7.5299,3379.614,92.964,3,loop,,4,40
10012733,7.0665,1931.208,36.8808,1,loop,1,4,24
10008619,7.0416,7081.096,317.9064,3,out and back,,4,12
10236072,6.9474,13518.456,395.9352,3,out and back,1,4,6
10309323,5.7241,49889.54,1211.8848,5,loop,2,4.5,8
10236071,4.5346,1126.538,33.8328,1,loop,1,3,19
10311520,4.4797,18829.278,438.912,3,out and back,1,4,5
10339650,4.3161,15449.664,512.9784,3,out and back,1,4.5,15
10384539,2.2205,129551.87,3172.968,3,point to point,2,2,1
10023320,13.1392,3862.416,3.9624,1,loop,3,4,152
10007467,9.6749,7402.964,4.8768,1,loop,2,4,75
10236209,7.9083,10138.842,5.7912,1,loop,2,4,32
10236213,6.6411,15932.466,15.8496,1,loop,2,4,32
10111657,5.9352,11909.116,6.7056,1,out and back,2,3.5,22
10236207,5.1899,3379.614,5.7912,1,loop,1,3.5,23
10269694,3.3083,12070.05,2.7432,1,out and back,2,3.5,3
10451634,1.6077,75317.112,1.8288,3,point to point,1,5,2
10235471,24.4547,2092.142,39.9288,3,out and back,2,4.5,419
10236013,18.9391,16898.07,95.7072,3,loop,2,4.5,232
10036809,18.3365,1287.472,10.9728,3,out and back,3,4.5,212
10040859,14.4833,1126.538,65.8368,3,out and back,2,4.5,135
10021545,13.3928,7242.03,102.7176,1,loop,1,4,125
10263286,11.4767,321.868,1.8288,1,out and back,3,4,127
10037874,10.903,804.67,19.812,1,loop,2,4,113
10039409,10.1655,643.736,3.9624,1,out and back,2,3.5,89
10026500,9.5257,1609.34,72.8472,3,loop,1,4.5,74
10018051,7.6514,6115.492,64.9224,1,out and back,,4,31
10028191,7.1351,8368.568,156.972,3,loop,2,4,43
10036805,6.4452,4506.152,60.96,1,out and back,,4,33
10033733,4.9569,16254.334,445.9224,3,out and back,2,4.5,11
10037873,4.8794,7724.832,248.7168,3,out and back,,4,12
10448920,4.8456,36692.952,245.9736,5,loop,,4,14
10312492,4.4925,13035.654,286.8168,3,point to point,1,4.5,11
10354442,4.4132,23496.364,180.7464,3,out and back,1,4.5,8
10028190,3.4866,4023.35,99.9744,1,out and back,1,3.5,5
10333773,3.3086,1609.34,31.6992,1,out and back,2,4,15
10236061,3.1247,21887.024,443.7888,5,loop,,4.5,4
10042715,61.3755,17219.938,916.8384,5,out and back,4,5,2122
10234019,49.5063,5793.624,392.8872,5,out and back,4,4.5,1347
10000685,45.0827,8851.37,503.8344,3,out and back,3,4.5,1107
10002171,44.5689,4184.284,162.7632,3,out and back,3,4.5,1109
10243771,39.9339,3862.416,120.7008,1,out and back,3,4,1316
10233267,38.2789,7885.766,191.7192,3,out and back,3,4.5,965
10111322,36.7769,13840.324,603.8088,3,out and back,3,4.5,642
10002866,31.48,13035.654,677.8752,5,out and back,3,4.5,570
10259284,30.6655,6759.228,322.7832,3,out and back,3,5,447
10259229,25.1986,2896.812,125.8824,3,out and back,2,4.5,389
10111932,23.711,11265.38,460.8576,3,out and back,3,4.5,327
10026407,23.5591,19151.146,965.9112,5,out and back,3,4.5,295
10040734,22.4946,6115.492,49.9872,1,out and back,2,4,337
10012354,21.5393,12391.918,571.8048,3,out and back,4,4,268
10264089,21.3524,9977.908,451.7136,3,out and back,3,4.5,225
10030861,21.0535,9012.304,241.7064,3,loop,4,4.5,269
10040730,19.5981,13035.654,389.8392,3,out and back,3,4.5,156
10259853,18.8978,16254.334,210.9216,1,loop,3,4.5,259
10036684,18.4218,25105.704,1118.9208,7,out and back,2,4.5,111
10305945,17.8727,1770.274,8.8392,1,out and back,3,4,260
10015520,17.7156,6920.162,296.8752,3,out and back,2,4.5,227
10234282,17.6183,20599.552,1184.7576,5,loop,3,4.5,175
10259336,16.5249,10299.776,529.7424,3,out and back,1,4.5,159
10111797,16.3274,23979.166,1225.9056,5,loop,2,4.5,81
10250846,15.6132,9977.908,415.7472,5,out and back,1,4.5,113
10241040,15.5589,12713.786,381.9144,3,out and back,2,4.5,140
10111984,15.4833,16898.07,1177.7472,5,out and back,2,4.5,92
10033590,15.1321,11265.38,459.9432,3,loop,2,4.5,86
10235587,14.9923,10782.578,365.76,3,point to point,2,4.5,119
10111542,14.7105,18668.344,1023.8232,7,out and back,3,4.5,125
10029217,14.7018,6276.426,134.7216,1,out and back,2,4.5,111
10235562,13.8054,10460.71,403.86,3,out and back,,4.5,116
10262146,13.8012,10943.512,378.8664,3,out and back,3,4.5,83
10032533,13.7139,19794.882,369.7224,1,out and back,2,4.5,92
10351769,13.7108,18507.41,943.9656,5,out and back,3,5,61
10253465,13.1739,1448.406,51.816,1,out and back,1,4,98
10235564,13.1228,8046.7,414.8328,3,out and back,2,4.5,100
10111449,13.0451,2253.076,37.7952,1,loop,3,4,108
10274659,12.9862,5310.822,262.7376,3,out and back,2,4.5,87
10042717,12.9028,8207.634,589.788,5,out and back,2,4.5,86
10008524,12.7154,13357.522,606.8568,3,loop,1,4,113
10040735,12.5191,804.67,5.7912,1,loop,2,4,97
10033605,12.4295,10621.644,443.7888,3,loop,1,4,124
10258642,12.2624,1126.538,21.9456,1,loop,2,4.5,91
10098025,11.8531,38463.226,1036.9296,5,point to point,1,4.5,39
10037737,11.8255,7242.03,240.792,1,out and back,1,4,65
10033596,11.7452,15771.532,559.9176,3,point to point,2,4,41
10318501,11.604,7563.898,116.7384,1,out and back,2,4.5,63
10255292,11.4707,12070.05,382.8288,3,out and back,1,4,90
10260022,11.3973,2414.01,56.9976,1,out and back,,4.5,87
10278112,11.2974,20921.42,1219.8096,7,out and back,2,4.5,70
10265630,11.2773,20277.684,1194.816,5,out and back,3,4.5,60
10033607,11.186,21404.222,1658.7216,5,point to point,2,4.5,40
10235691,10.6726,7563.898,181.9656,3,out and back,2,4,82
10280663,10.6605,5632.69,226.7712,3,out and back,1,4.5,75
10111624,10.6371,11104.446,447.7512,3,out and back,2,4,68
10010713,10.1108,20760.486,988.7712,5,loop,2,4.5,38
10242506,10.0742,25266.638,1130.808,3,out and back,2,4.5,40
10266181,9.886,4345.218,146.9136,1,out and back,2,4.5,68
10292939,9.84,20116.75,993.9528,5,out and back,1,5,33
10111792,9.4908,16254.334,1005.84,5,out and back,1,4.5,39
10111329,9.1408,16254.334,602.8944,3,out and back,1,4,64
10279123,9.0862,10138.842,528.828,5,out and back,3,4,31
10284971,8.9789,7081.096,156.972,3,out and back,2,4.5,32
10042714,8.8013,1287.472,62.7888,3,loop,2,4,52
10260510,8.7671,47314.596,1191.768,3,point to point,,4.5,22
10258633,8.6952,1287.472,28.956,1,loop,2,4,50
10270730,8.6346,40555.368,1551.7368,5,loop,1,4.5,20
10235575,8.6205,18829.278,1255.776,5,out and back,2,4.5,44
10039311,8.5794,23335.43,578.8152,5,out and back,1,4.5,35
10245065,8.5405,1931.208,29.8704,1,out and back,3,4,53
10353236,8.2347,18829.278,1118.9208,5,out and back,2,4.5,41
10276323,8.2339,5310.822,256.9464,1,out and back,1,4,40
10235696,8.2144,23174.496,980.8464,5,out and back,2,4,47
10235671,8.081,6115.492,381,1,out and back,2,4,34
10038786,7.9799,18024.608,933.9072,5,out and back,2,4,34
10306112,7.9205,3540.548,220.98,3,out and back,1,4.5,27
10234202,7.8314,27036.912,1195.7304,3,out and back,2,4,22
10294985,7.8171,1448.406,42.9768,1,loop,1,4,35
10012885,7.6716,18829.278,1347.8256,5,point to point,2,4.5,30
10011050,7.6537,11104.446,289.8648,3,out and back,2,4,35
10008136,7.612,24622.902,1590.7512,3,point to point,1,4.5,10
10235590,7.41,10299.776,391.9728,3,out and back,1,4,39
10111543,7.3672,16093.4,777.8496,5,out and back,2,4.5,14
10028074,7.2537,1770.274,47.8536,1,loop,2,4.5,30
10111867,7.0751,16093.4,465.7344,3,loop,1,3.5,12
10244630,7.0488,19794.882,936.9552,5,out and back,1,4,17
10030871,6.9591,27358.78,1302.7152,7,loop,1,3.5,13
10030854,6.9441,8368.568,190.8048,1,out and back,2,4,25
10033603,6.7327,26071.308,1052.7792,3,point to point,1,4,25
10235689,6.648,5310.822,353.8728,3,out and back,2,4,29
10030856,6.6385,10782.578,446.8368,3,loop,1,4,36
10242204,6.5052,2092.142,64.9224,1,out and back,1,3.5,19
10349553,6.4908,7081.096,194.7672,1,out and back,1,4.5,33
10299002,6.0457,26071.308,1050.9504,5,loop,1,4.5,18
10235566,6.0372,21726.09,1363.98,5,point to point,1,4,18
10112071,5.9696,20438.618,1199.9976,5,loop,2,4,22
10111114,5.9314,24461.968,1219.8096,3,loop,1,4,11
10259293,5.8673,61637.722,2461.8696,7,point to point,2,5,6
10235663,5.8096,14805.928,450.7992,3,out and back,2,4,18
10235661,5.7249,21404.222,1050.9504,5,out and back,2,4,22
10259290,5.6921,48923.936,1736.7504,7,point to point,2,5,10
10293410,5.6746,16576.202,822.96,3,loop,2,4,11
10253852,5.6601,9816.974,169.7736,1,out and back,2,4,7
10270198,5.6052,15610.598,435.864,3,out and back,2,4.5,15
10270658,5.4625,45866.19,2473.7568,5,loop,2,4.5,9
10235153,5.378,16415.268,538.8864,3,out and back,,4,18
10002998,5.316,25266.638,906.78,3,loop,2,3.5,13
10111793,5.3092,24944.77,1934.8704,5,out and back,1,4,6
10111113,5.3009,18024.608,728.7768,3,loop,2,4.5,7
10318533,5.1332,965.604,14.9352,1,out and back,2,4.5,8
10111112,5.1292,14966.862,113.9952,3,loop,2,4,4
10111498,5.1232,13518.456,503.8344,3,out and back,1,4,11
10111685,5.1085,16254.334,719.9376,3,loop,2,4,8
10037739,5.0638,22208.892,1078.992,5,out and back,2,4,13
10235579,5.0076,17059.004,1063.752,5,out and back,2,4,16
10030321,4.8168,13357.522,260.9088,1,out and back,2,4,18
10269553,4.7843,23013.562,860.7552,3,loop,2,4.5,14
10005838,4.7673,18507.41,791.8704,3,loop,1,4.5,7
10038790,4.6715,8529.502,416.9664,3,loop,2,4,11
10434946,4.6261,1126.538,7.9248,1,out and back,2,4,13
10405760,4.5745,7885.766,235.9152,1,out and back,1,4.5,12
10040718,4.2868,12874.72,429.768,3,loop,1,3.5,7
10317135,4.2724,20760.486,642.8232,3,loop,2,4,9
10266258,4.2384,15932.466,436.7784,3,out and back,1,4.5,9
10245187,4.1623,1287.472,61.8744,1,loop,2,3.5,11
10396656,4.16,6276.426,195.9864,3,out and back,1,4.5,11
10340048,4.1033,13679.39,507.7968,5,out and back,1,4,14
10410103,4.0602,804.67,11.8872,1,loop,,4.5,16
10339384,4.0378,32186.8,1166.7744,3,loop,1,4,7
10253863,3.9229,29611.856,1155.8016,3,out and back,1,4,7
10028060,3.8995,25105.704,901.9032,5,loop,2,3.5,9
10235670,3.8034,6276.426,225.8568,3,out and back,2,3.5,12
10391724,3.7673,6759.228,465.7344,3,point to point,1,4,15
10111520,3.766,11587.248,299.9232,3,out and back,,3,13
10362040,3.748,22047.958,815.9496,5,point to point,2,5,8
10343693,3.5946,17863.674,555.9552,5,loop,2,4.5,6
10297639,3.4612,15610.598,461.772,3,point to point,2,5,3
10302968,3.4342,9656.04,260.9088,3,point to point,1,4.5,7
10249047,3.3824,21404.222,894.8928,3,point to point,2,3.5,3
10425261,3.3694,23657.298,905.8656,3,out and back,2,4.5,11
10427717,3.3184,40394.434,1851.9648,5,loop,,4.5,7
10397577,3.2703,4345.218,353.8728,3,out and back,1,4.5,7
10338529,3.224,2735.878,25.908,3,out and back,1,3.5,3
10383584,3.1884,14805.928,359.9688,3,loop,2,3.5,10
10111163,3.1749,50211.408,2283.8664,3,out and back,1,4,2
10321830,3.0831,32347.734,1493.8248,5,loop,2,4,6
10483779,3.0479,4828.02,95.7072,3,out and back,,4.5,9
10294869,2.9414,7885.766,326.7456,3,out and back,2,4.5,2
10361662,2.843,25105.704,846.7344,3,loop,3,4.5,4
10363878,2.8309,31864.932,1571.8536,5,out and back,2,5,4
10259232,2.681,32669.602,1119.8352,5,loop,1,0,0
10368591,2.6335,23496.364,1108.8624,5,loop,2,4.5,4
10346542,2.5765,28968.12,1538.9352,3,out and back,3,5,2
10353016,2.5037,46509.926,2023.872,5,loop,,5,2
10235598,2.4985,29772.79,865.9368,5,out and back,2,3.5,6
10297048,2.4346,56648.768,3081.8328,5,point to point,1,5,1
10265023,2.4052,42003.774,2182.9776,5,loop,,0,0
10304636,2.4026,22852.628,1147.8768,5,out and back,1,3.5,4
10317681,2.3422,11265.38,873.8616,3,loop,2,4,2
10297763,2.3017,36210.15,1580.9976,5,out and back,1,5,1
10389245,2.2862,27519.714,1455.7248,5,out and back,2,4,1
10406148,2.2726,20116.75,946.7088,5,out and back,1,4,4
10389243,2.2213,26554.11,1279.8552,5,loop,2,4,2
10321953,2.1976,32025.866,1189.9392,5,point to point,1,4.5,3
10017119,2.1837,29129.054,886.968,3,out and back,1,3,4
10419908,2.1692,65178.27,2167.7376,5,point to point,1,5,2
10307201,1.8614,30416.526,1458.7728,5,point to point,2,5,1
10411473,1.7446,39267.896,1383.792,5,out and back,2,4,1
10478750,1.6799,9816.974,365.76,3,out and back,,5,1
10483088,1.4767,52625.418,2133.9048,5,loop,1,4,1
10485694,1.4389,15127.796,373.9896,3,loop,,5,2
10365517,1.4008,3218.68,123.7488,1,out and back,1,3,2
10518971,1.375,21404.222,884.8344,3,loop,,4,1
10245723,1.354,18990.212,1011.936,5,out and back,2,2.5,4
10028187,31.1233,13035.654,873.8616,5,out and back,3,5,733
10004933,28.6477,6759.228,334.9752,3,out and back,3,5,395
10011441,23.8607,17702.74,709.8792,5,loop,2,5,247
10009732,22.8387,8368.568,288.9504,3,out and back,2,4.5,314
10007106,21.7947,13679.39,731.8248,5,out and back,2,5,241
10015561,21.6142,2414.01,185.928,1,out and back,3,4.5,289
10033727,17.7522,5793.624,175.8696,3,out and back,2,4.5,233
10014200,17.2586,3057.746,70.7136,1,out and back,3,4.5,180
10015800,12.5697,1931.208,69.7992,3,out and back,1,4,98
10000013,11.5435,32508.668,1330.7568,3,out and back,2,4.5,64
10034817,11.4023,8851.37,280.7208,3,loop,,4.5,54
10009005,11.266,38785.094,1739.7984,5,loop,1,4.5,40
10245047,11.1349,1770.274,38.7096,1,loop,2,4,51
10034810,10.8965,3862.416,117.9576,1,loop,2,4.5,90
10003528,10.6258,17380.872,816.864,5,loop,2,4.5,36
10002136,10.0955,482.802,3.9624,1,loop,3,4,51
10236135,10.086,12552.852,534.924,3,out and back,1,4.5,41
10015144,9.8725,6920.162,304.8,3,out and back,3,4,49
10008045,9.8372,3057.746,39.9288,1,out and back,2,4.5,38
10305572,9.4865,9173.238,208.788,3,out and back,1,4.5,45
10040855,9.2686,49728.606,525.78,1,point to point,2,4.5,38
10041896,8.7369,12552.852,809.8536,5,loop,1,5,29
10012532,8.419,3218.68,131.9784,1,loop,2,4,49
10007771,8.1422,1609.34,43.8912,1,out and back,1,4,33
10002763,7.8059,15449.664,514.8072,3,out and back,1,4.5,22
10236130,7.723,21726.09,810.768,5,loop,1,4.5,24
10244276,7.5887,26232.242,284.988,3,out and back,1,4.5,22
10000246,7.3866,1609.34,29.8704,1,out and back,1,4,28
10015333,7.3359,7402.964,110.9472,3,out and back,1,4,30
10236199,7.2624,7724.832,103.9368,3,out and back,2,4.5,28
10030975,7.2335,19955.816,667.8168,3,out and back,2,4.5,9
10307702,7.2047,12874.72,598.932,5,out and back,2,4.5,17
10004554,7.1718,1609.34,36.8808,1,loop,2,4,37
10273038,7.1058,50855.144,2120.7984,7,loop,1,4.5,11
10300842,7.0473,5954.558,179.832,3,loop,3,4.5,13
10041901,6.9448,6920.162,387.7056,3,out and back,2,4.5,18
10000998,6.9119,20116.75,1085.6976,7,out and back,1,4.5,20
10033736,6.7911,42647.51,339.852,3,point to point,1,4.5,24
10039408,6.6533,7242.03,108.8136,3,out and back,2,4,11
10023360,6.3474,9173.238,287.7312,5,loop,1,4,20
10036801,6.3318,28485.318,1239.9264,3,point to point,2,5,13
10012661,6.0612,11265.38,289.8648,3,out and back,1,3.5,28
10033734,6.0299,482.802,8.8392,1,loop,1,3.5,37
10021131,5.6845,18024.608,869.8992,7,point to point,1,4,11
10035295,5.6182,20277.684,58.8264,1,point to point,1,4,14
10012434,5.5159,17702.74,820.8264,7,out and back,1,4.5,7
